id_2,curr_date,service_name,curr_int_rate,curr_upb,age,remain_to_mat,adj_remain_to_mat,mat_date,msa,deliq_stat,modif_flag,zero_bal_code,zero_bal_date,last_paid_date,foreclosure_date,disp_date,foreclosure_cost,preservation,recovery_cost,misc,taxes,net_sale,cred_enh,repurchase,other,bearing_upb,forgiveness_upb,flag,foreclosure_amount,serv_ind
100007365142,01/01/2000,,8,,0,360,359,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,02/01/2000,,8,,1,359,358,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,03/01/2000,,8,,2,358,357,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,04/01/2000,,8,,3,357,356,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,05/01/2000,,8,,4,356,355,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,06/01/2000,,8,,5,355,355,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,07/01/2000,,8,74693,6,354,354,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,08/01/2000,,8,74587.91,7,353,352,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,09/01/2000,,8,74534.84,8,352,351,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,10/01/2000,,8,74481.42,9,351,350,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,11/01/2000,,8,74427.64,10,350,349,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,12/01/2000,,8,74427.64,11,349,349,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,01/01/2001,,8,74319,12,348,347,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,02/01/2001,,8,74264.14,13,347,346,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,03/01/2001,,8,74208.91,14,346,345,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,04/01/2001,,8,74153.32,15,345,344,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,05/01/2001,,8,74153.32,16,344,344,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,06/01/2001,,8,74097.36,17,343,343,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,07/01/2001,,8,73984.31,18,342,341,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,08/01/2001,,8,73926.71,19,341,340,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,09/01/2001,,8,73869.23,20,340,339,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,10/01/2001,,8,73811.37,21,339,338,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,11/01/2001,,8,73753.13,22,338,337,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,12/01/2001,JPMORGAN CHASE BANK_ NA,8,73694.5,23,337,336,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,01/01/2002,,8,73635.48,24,336,335,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,02/01/2002,,8,73576.06,25,335,334,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,03/01/2002,,8,73516.25,26,334,333,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,04/01/2002,,8,73456.04,27,333,332,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,05/01/2002,,8,73395.43,28,332,331,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,06/01/2002,,8,73395.43,29,331,331,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,07/01/2002,,8,73334.41,30,330,330,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,08/01/2002,,8,73272.99,31,329,329,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,09/01/2002,,8,73148.91,32,328,327,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,10/01/2002,,8,73086.25,33,327,326,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,11/01/2002,,8,73086.25,34,326,326,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,12/01/2002,,8,72909.67,35,325,323,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,01/01/2003,,8,72795.41,36,324,322,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,02/01/2003,,8,72680.39,37,323,320,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,03/01/2003,,8,72564.61,38,322,318,01/2030,00000,0,N,,,,,,,,,,,,,,,,,,,
100007365142,04/01/2003,,8,72564.61,39,321,0,01/2030,00000,X,N,01,04/2003,,,,,,,,,,,,,,,N,,
