id_2,curr_date,service_name,curr_int_rate,curr_upb,age,remain_to_mat,adj_remain_to_mat,mat_date,msa,deliq_stat,modif_flag,zero_bal_code,zero_bal_date,last_paid_date,foreclosure_date,disp_date,foreclosure_cost,preservation,recovery_cost,misc,taxes,net_sale,cred_enh,repurchase,other,bearing_upb,forgiveness_upb,flag,foreclosure_amount,serv_ind
100015192562,12/01/2003,,8.5,49213.03,45,315,305,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,01/01/2004,,8.5,49167.17,46,314,304,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,02/01/2004,,8.5,49120.99,47,313,303,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,03/01/2004,,8.5,49074.48,48,312,302,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,04/01/2004,,8.5,49027.64,49,311,301,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,05/01/2004,,8.5,48980.47,50,310,300,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,06/01/2004,,8.5,48932.96,51,309,299,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,07/01/2004,,8.5,48885.12,52,308,298,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,08/01/2004,,8.5,48836.94,53,307,297,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,09/01/2004,,8.5,48788.42,54,306,296,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,10/01/2004,,8.5,48739.55,55,305,295,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,11/01/2004,,8.5,30857.39,56,304,115,03/2030,46660,0,N,,,,,,,,,,,,,,,,,,,
100015192562,12/01/2004,,8.5,30857.39,57,303,0,03/2030,46660,X,N,01,12/2004,,,,,,,,,,,,,,,N,,
