id_2,curr_date,service_name,curr_int_rate,curr_upb,age,remain_to_mat,adj_remain_to_mat,mat_date,msa,deliq_stat,modif_flag,zero_bal_code,zero_bal_date,last_paid_date,foreclosure_date,disp_date,foreclosure_cost,preservation,recovery_cost,misc,taxes,net_sale,cred_enh,repurchase,other,bearing_upb,forgiveness_upb,flag,foreclosure_amount,serv_ind
100017922445,02/01/2000,,8.25,,1,359,359,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,03/01/2000,,8.25,,2,358,358,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,04/01/2000,,8.25,,3,357,357,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,05/01/2000,,8.25,,4,356,356,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,06/01/2000,,8.25,,5,355,355,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,07/01/2000,,8.25,,6,354,353,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,08/01/2000,,8.25,238906.38,7,353,353,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,09/01/2000,,8.25,238745.82,8,352,352,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,10/01/2000,,8.25,238421.39,9,351,350,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,11/01/2000,,8.25,238257.5,10,350,349,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,12/01/2000,,8.25,238257.5,11,349,349,01/2030,19820,0,N,,,,,,,,,,,,,,,,,,,
100017922445,01/01/2001,,8.25,238257.5,12,348,0,01/2030,19820,X,N,01,01/2001,,,,,,,,,,,,,,,N,,
